movieId,imdbId,tmdbId
87608,1601475,64854.0
87644,1537392,61033.0
87660,1742683,65034.0
87785,1135084,22907.0
87790,1517177,53256.0
87792,1528312,59065.0
87860,1712573,52605.0
87867,1222817,38317.0
87869,1499658,51540.0
87876,1216475,49013.0
87909,1087461,63197.0
87930,1787777,63144.0
87964,1247644,44990.0
87971,1282041,45014.0
87990,1590024,39840.0
87992,1473074,37832.0
88022,1445203,68200.0
88065,1728239,68029.0
88067,1810633,60897.0
88069,1934231,67109.0
88094,1764726,64780.0
88108,1067774,59860.0
88110,1502714,55895.0
88118,1334553,66195.0
88125,1201607,12445.0
88127,1864288,65058.0
88129,780504,64690.0
88131,1459012,53404.0
88138,1541995,58882.0
88140,458339,1771.0
88163,1570728,50646.0
88179,1563738,51828.0
88235,1540133,67913.0
88237,1509803,66942.0
88248,1699231,59115.0
88267,1449283,51162.0
88270,1103273,55632.0
88272,1714208,65599.0
88339,1646975,57389.0
88343,1721683,65016.0
88356,472181,41513.0
88380,1013860,43935.0
88398,1961604,80210.0
88405,1632708,50544.0
88423,1314190,68412.0
88425,1429392,69794.0
88448,1360822,50004.0
88454,831280,68174.0
88456,1535617,49847.0
88468,1213012,12819.0
88495,1456661,47854.0
88564,1646958,67404.0
88566,1236371,57403.0
88568,1714878,86261.0
88572,1595842,45839.0
88593,1230385,57361.0
88597,1509636,46920.0
88599,1403144,36956.0
88672,1637706,59968.0
88682,808245,65673.0
88706,1930315,70821.0
88724,1613023,70342.0
88744,1318514,61791.0
88746,1687281,51993.0
88785,1488555,49520.0
88810,1454029,50014.0
88812,1622547,62206.0
88835,1922612,67675.0
88877,1212454,59435.0
88879,1525835,56832.0
88897,1305587,45319.0
88901,1696535,82688.0
88911,1455151,39413.0
88932,1622979,55779.0
88950,968264,60309.0
88954,1268799,55465.0
89000,1542852,47261.0
89002,1517489,56288.0
89028,1270761,46261.0
89030,1438176,58151.0
89039,1549572,55420.0
89047,1403177,44835.0
89072,1464580,52015.0
89074,1743720,58492.0
89085,1226753,48289.0
89087,1657507,62835.0
89090,1621444,55244.0
89102,1152822,43942.0
89118,1189073,63311.0
89137,1326238,59392.0
89145,1453403,64832.0
89162,1597089,55845.0
89164,1576440,64320.0
89190,816462,37430.0
89192,1501652,50023.0
89194,1604171,51588.0
89203,1235790,57211.0
89217,1296898,52338.0
89260,1814836,63579.0
89270,2032489,70834.0
89281,1316037,40016.0
89300,1522334,60784.0
89302,1797469,73358.0
89305,1716772,69798.0
89321,1235170,54662.0
89327,1125929,39845.0
89337,1319744,72711.0
89343,873886,48572.0
89356,1705786,67884.0
89369,1554091,55720.0
89373,1341341,55246.0
89375,1270277,58884.0
89377,1316622,50838.0
89386,1417592,72744.0
89388,1742650,70868.0
89427,1633356,65055.0
89449,1529569,51072.0
89470,1598778,39538.0
89472,1456472,61667.0
89480,1588398,64586.0
89490,999913,64639.0
89492,1210166,60308.0
89501,1466072,47753.0
89535,1508675,73532.0
89554,1562872,61202.0
89570,1498569,47760.0
89580,1560970,55785.0
89582,1632547,68341.0
89584,1425933,46909.0
89629,1545759,61404.0
89650,1233301,38543.0
89714,906778,72049.0
89720,1100051,55890.0
89722,1617620,44950.0
89745,848228,24428.0
89753,1340800,49517.0
89759,1832382,60243.0
89761,1571222,48231.0
89774,1291584,59440.0
89778,1608285,85821.0
89804,1124035,10316.0
89837,1788391,74725.0
89840,1448755,49021.0
89846,1777551,67885.0
89848,1602476,37822.0
89850,1196672,52058.0
89862,1242599,58699.0
89864,1306980,40807.0
89877,1365483,54469.0
89896,1316540,81401.0
89898,459748,63375.0
89900,1827487,74879.0
89904,1655442,74643.0
89930,1792621,71905.0
89945,1520494,59852.0
89961,1376717,85743.0
89983,1305797,148284.0
89997,1684628,60421.0
90007,1303782,70636.0
90057,1675192,64720.0
90061,1174042,70588.0
90066,1504319,42707.0
90071,1613062,56401.0
90127,1661862,76013.0
90133,1298594,54700.0
90154,1525890,73588.0
90183,1233259,80122.0
90249,433035,39254.0
90266,1753549,67273.0
90268,1643222,73262.0
90273,1675167,
90281,1646114,60981.0
90310,1381505,35221.0
90341,1908471,75803.0
90343,1068242,68817.0
90345,905372,60935.0
90350,1236472,53344.0
90353,1533013,59437.0
90355,1981703,70875.0
90357,1204340,76543.0
90359,1729211,75969.0
90374,1441326,50837.0
90376,1242460,71859.0
90378,1704619,69480.0
90382,1738387,70009.0
90403,1509767,52451.0
90405,1637688,49530.0
90413,1438216,70925.0
90421,1233192,62728.0
90426,1283887,45013.0
90428,466893,44754.0
90430,1692486,72113.0
90434,1436568,71677.0
90439,1615147,50839.0
90469,1778304,72571.0
90471,1582248,72432.0
90474,1661420,71157.0
90476,1440161,45156.0
90478,1372306,61730.0
90497,2058583,139863.0
90522,1634122,58233.0
90524,1600195,59965.0
90526,1699513,69310.0
90528,1440345,53487.0
90531,1723811,76025.0
90561,1664892,46147.0
90564,1639901,57602.0
90576,770703,63492.0
90578,1462041,69668.0
90592,1715802,65992.0
90600,1614989,70670.0
90622,1409006,47273.0
90624,1586752,45610.0
90630,1784538,77801.0
90632,1488164,78309.0
90645,1521197,61891.0
90647,448694,58423.0
90649,1183911,46934.0
90651,1382722,62614.0
90662,1653700,70196.0
90717,471042,59108.0
90719,1616195,88794.0
90738,1646980,73499.0
90746,983193,17578.0
90751,1535612,74536.0
90795,1781843,95448.0
90809,1847731,65229.0
90863,1113829,75964.0
90866,970179,44826.0
90868,1562568,50875.0
90870,1674784,70578.0
90888,1253864,37958.0
90890,810913,71880.0
90914,1270262,62630.0
90929,1660379,84427.0
90931,1718776,94336.0
90933,1700844,51994.0
90939,1712159,51248.0
90943,1972663,77365.0
90947,1736633,75233.0
90963,1787816,53328.0
90965,1667691,65831.0
91007,1637687,72875.0
91010,1719071,60422.0
91014,1533749,55292.0
91035,1181614,9364.0
91044,1714861,59206.0
91048,1315350,47320.0
91077,1033575,65057.0
91079,1758692,60420.0
91094,1204342,64328.0
91104,1324999,50619.0
91126,1568911,57212.0
91128,376136,23514.0
91134,1655420,75900.0
91167,1268224,202152.0
91187,1863330,50528.0
91199,1714210,79120.0
91211,1602572,39693.0
91213,874421,101124.0
91216,1290082,61629.0
91229,1759871,
91241,1948150,70590.0
91243,1092634,38407.0
91273,1181795,30618.0
91290,1668200,53457.0
91302,1496005,51409.0
91323,1366344,57431.0
91325,477302,64685.0
91360,1787797,91367.0
91371,1640548,75622.0
91386,1402488,65759.0
91414,1430607,51052.0
91416,1911600,77635.0
91474,1541160,62046.0
91483,1308729,70074.0
91485,1764651,76163.0
91500,1392170,70160.0
91505,1216520,59457.0
91509,1602500,38264.0
91529,1345836,49026.0
91535,1194173,49040.0
91540,1691920,75345.0
91542,1515091,58574.0
91548,1687247,66150.0
91560,1706596,73448.0
91571,1372686,101173.0
91573,1742023,103597.0
91597,1667905,83552.0
91601,1666168,89456.0
91603,1865357,118204.0
91605,1294212,119425.0
91622,1625346,57157.0
91626,1536410,70577.0
91628,1598822,62838.0
91630,1229238,56292.0
91653,1389137,74465.0
91658,1568346,65754.0
91660,1093357,71469.0
91662,1482889,149874.0
91671,1615918,55301.0
91673,1602098,73873.0
91681,1512685,52274.0
91683,1709695,378477.0
91688,1251743,51995.0
91690,1720616,80038.0
91694,1634121,63207.0
91707,1714209,79777.0
91745,1590295,92464.0
91755,1822382,56761.0
91762,1692928,53505.0
91782,1683970,74518.0
91784,1682246,59006.0
91789,1656170,53100.0
91793,1646131,293114.0
91805,1954598,82698.0
91808,1233334,73939.0
91823,1702433,50393.0
91829,1880418,72766.0
91831,1560985,76487.0
91834,1781781,74523.0
91840,1450330,76785.0
91842,1524137,77866.0
91866,1781775,78461.0
91869,1787660,75301.0
91873,1710396,63574.0
91886,1564349,62837.0
91888,1235830,63498.0
91890,1007029,71688.0
91902,1925421,78182.0
91906,1403047,81527.0
91911,1711484,65233.0
91914,1787758,73066.0
91929,1556190,72721.0
91931,1669277,103204.0
91933,1509842,162374.0
91935,1541149,72842.0
91937,1568337,79465.0
91952,1324055,57829.0
91957,1446147,57353.0
91972,1535616,38541.0
91974,1496025,52520.0
91976,1601913,75174.0
91978,1568338,49527.0
91981,1726738,55741.0
91983,1604115,68861.0
92006,1550524,58194.0
92008,1506999,70435.0
92010,1821362,66118.0
92048,896872,65760.0
92058,1530509,74997.0
92096,1442571,34179.0
92106,1747924,65892.0
92120,1926992,87408.0
92122,1695405,82321.0
92126,1978447,96888.0
92152,1650407,62564.0
92154,1437357,77560.0
92156,1714886,56815.0
92180,1567130,70149.0
92192,1772240,50357.0
92196,2043814,82269.0
92198,1214962,74998.0
92210,1572781,36865.0
92234,485985,72431.0
92243,1410063,76758.0
92252,1611180,72186.0
92259,1675434,77338.0
92262,1931470,73562.0
92264,1598828,54054.0
92270,1705969,96495.0
92307,1536048,80591.0
92309,1594562,58428.0
92314,1672215,142118.0
92335,1430615,78698.0
92357,1626811,76142.0
92371,1782568,57809.0
92374,2124096,85317.0
92391,1703199,50698.0
92393,1123373,48492.0
92412,1754398,409900.0
92420,1706593,76726.0
92422,1596365,65086.0
92427,1802810,80125.0
92437,1658851,52850.0
92439,1645080,64678.0
92441,1311075,57400.0
92448,1411664,67911.0
92453,1605769,66120.0
92475,1955162,192695.0
92481,1510906,75170.0
92507,1599348,59961.0
92509,1606389,72570.0
92511,1684927,63749.0
92600,1808240,84797.0
92606,1592527,75000.0
92643,2011971,78480.0
92652,1581829,62582.0
92665,1996264,84200.0
92672,2061604,99254.0
92674,1509130,73700.0
92681,1397514,72545.0
92694,1439572,51999.0
92696,1341710,47763.0
92719,1855401,79940.0
92740,1651118,88491.0
92749,1714110,79362.0
92751,1700258,53174.0
92758,1547035,71184.0
92768,1606657,85988.0
92781,1863406,84917.0
92787,1479320,75469.0
92789,1758576,83732.0
92817,1857913,75948.0
92819,1686784,81870.0
92829,1319743,29564.0
92836,1606259,71771.0
92872,1543037,73921.0
92904,1787837,81716.0
92920,1703148,70954.0
92923,1386925,74471.0
92938,1071875,71676.0
92944,961097,77459.0
92951,1698499,178595.0
93014,1925446,105983.0
93022,1129427,51875.0
93024,1410051,73936.0
93061,1720182,83860.0
93063,1733525,79890.0
93070,1783408,81675.0
93126,1212452,168210.0
93128,1653911,62116.0
93132,1699147,70876.0
93142,1865567,71672.0
93164,1437358,77495.0
93172,1117581,71254.0
93193,1530983,45569.0
93210,1817191,116231.0
93212,1673702,52264.0
93240,1839494,79707.0
93242,1838544,79548.0
93265,1630036,72213.0
93270,1636826,57214.0
93272,1482459,73723.0
93287,1053810,73937.0
93297,1591479,75674.0
93324,1860355,82620.0
93326,1596350,59962.0
93363,401729,49529.0
93365,1433817,123320.0
93376,1288376,44246.0
93391,1541788,
93404,1977894,74406.0
93420,1646967,68450.0
93422,1756750,79108.0
93432,1567233,64288.0
93443,1456635,74387.0
93467,1274296,48373.0
93475,1687901,77949.0
93492,1872819,92117.0
93498,1848902,91010.0
93502,1535970,63493.0
93510,1232829,64688.0
93512,1588334,82532.0
93529,1732756,76353.0
93550,1906518,64786.0
93552,2025506,79374.0
93563,1592525,81796.0
93570,1646959,59421.0
93572,1473397,70585.0
93574,1787791,54358.0
93578,1422136,81390.0
93598,1680114,67748.0
93610,1477109,61984.0
93641,1650028,95675.0
93659,1534564,79754.0
93693,1702425,80304.0
93700,1185371,56591.0
93717,1927077,79221.0
93719,1866426,214857.0
93721,1772925,80767.0
93723,1667307,82533.0
93740,1441952,81025.0
93750,1468321,44734.0
93752,2140371,89191.0
93766,1646987,57165.0
93782,1620933,96398.0
93801,1523939,75576.0
93803,1707391,86820.0
93805,1034314,10679.0
93819,1610996,74777.0
93821,2011325,70845.0
93831,1605630,71552.0
93834,1587431,66895.0
93838,1899353,94329.0
93840,1259521,22970.0
93842,1828995,81342.0
93855,1912398,74306.0
93859,1536458,87098.0
93892,1565958,51991.0
93894,1543055,251797.0
93921,1980986,85052.0
93923,1395025,85050.0
93933,1445520,72551.0
93939,1550312,85033.0
93946,1726589,91070.0
93952,1646973,56180.0
93954,1767382,92182.0
93980,383010,76489.0
93982,1486192,70436.0
94005,1827536,76346.0
94011,1307873,54271.0
94015,1667353,62764.0
94018,1440129,44833.0
94024,1883251,206953.0
94041,1831575,206997.0
94044,1641410,73872.0
94068,1618447,82327.0
94070,1412386,74534.0
94074,1545103,41120.0
94076,1742178,58287.0
94101,1746153,77881.0
94103,1869309,91292.0
94107,1433802,109979.0
94112,1407084,40720.0
94122,1605782,91356.0
94126,1821593,63310.0
94130,1682181,84404.0
94184,1535566,45347.0
94190,1708453,54081.0
94218,2071601,138719.0
94266,1195478,72207.0
94278,2051941,85621.0
94280,1059969,61410.0
94312,1772371,83330.0
94314,1712578,70386.0
94323,1621045,67660.0
94325,1327194,77877.0
94341,1561406,84569.0
94401,1787725,79042.0
94403,1507564,73563.0
94405,1656190,72387.0
94412,1922645,89287.0
94429,1722476,91352.0
94469,803061,66125.0
94471,1735839,88478.0
94478,1077368,62213.0
94482,2090463,84177.0
94491,1254978,140781.0
94494,1641385,89326.0
94503,1657299,40161.0
94537,1559040,77957.0
94539,1723120,63946.0
94542,1787127,82624.0
94545,1417582,59835.0
94556,1709654,92493.0
94558,1534085,50037.0
94573,1262986,47479.0
94649,1921043,79934.0
94653,1686018,73963.0
94663,2317337,103243.0
94672,1663193,51823.0
94675,1648216,61979.0
94677,1645170,76493.0
94679,2063834,80169.0
94733,1674775,93084.0
94739,1990352,86850.0
94777,1409024,41154.0
94780,1735898,58595.0
94799,1748207,86812.0
94810,1298554,77561.0
94813,1991245,93856.0
94815,1663321,78206.0
94833,1430626,72197.0
94835,2027265,85546.0
94837,423455,111839.0
94841,1205558,94363.0
94864,1446714,70981.0
94867,2040560,111440.0
94893,1462054,35691.0
94896,1704573,92591.0
94900,1985981,79990.0
94919,1196340,12645.0
94931,1592281,86555.0
94933,1298540,50077.0
94939,1278449,48392.0
94953,1655460,50647.0
94959,1748122,83666.0
94965,1316616,45054.0
94967,1389127,72477.0
94969,1821480,82825.0
94978,1650453,79382.0
94985,1567609,80389.0
94998,1486193,50601.0
95000,1646111,45244.0
95002,1189374,49830.0
95012,1772407,54484.0
95014,1699491,60592.0
95026,1356763,64836.0
95032,1604231,61125.0
95034,1640711,85435.0
95036,1572502,79995.0
95058,1480656,49014.0
95067,763831,72358.0
95069,1222815,72334.0
95088,1862079,84332.0
95105,1277953,80321.0
95107,1308748,71326.0
95133,1629705,68818.0
95135,1742336,84355.0
95157,1629377,48393.0
95167,1217209,62177.0
95197,1440732,86467.0
95199,1586265,76494.0
95201,1859650,81836.0
95207,1611224,72331.0
95218,2008513,89874.0
95223,1514041,44877.0
95237,1701990,68684.0
95296,1566501,96399.0
95307,1336608,80585.0
95309,1307068,88005.0
95441,1637725,72105.0
95443,1769363,100046.0
95449,1915581,77930.0
95461,1413496,67619.0
95488,337692,83770.0
95494,1829041,105795.0
95506,1680133,76333.0
95508,1598873,95516.0
95510,948470,1930.0
95529,1731998,86985.0
95543,1667889,57800.0
95558,2125435,84175.0
95567,1716777,98548.0
95578,1732676,200281.0
95583,1615065,82525.0
95591,2082410,104997.0
95595,1830495,155288.0
95602,2082262,86980.0
95611,1450328,66025.0
95613,1854364,105567.0
95650,1756818,75810.0
95658,1679248,96534.0
95670,2215285,103370.0
95695,1686039,51794.0
95697,1431122,53804.0
95717,1820723,83191.0
95720,1298649,80035.0
95732,1500906,65997.0
95742,1703125,93676.0
95744,1602472,84165.0
95748,1694508,50053.0
95761,1726669,73567.0
95804,1795702,86593.0
95814,1381413,72843.0
95816,455323,78571.0
95873,1839492,103332.0
95875,1386703,64635.0
95896,1767272,73943.0
95898,1772373,55680.0
95926,1595833,75229.0
95939,1924394,103747.0
95949,1630637,56909.0
96020,1235841,76696.0
96024,1919090,102630.0
96058,2043931,105978.0
96064,1735862,100683.0
96066,1436559,59296.0
96071,1612246,85593.0
96079,1074638,37724.0
96110,1790886,77953.0
96114,1990181,85414.0
96121,1535438,82696.0
96150,2125666,84327.0
96160,1704161,118984.0
96179,1559025,45792.0
96195,1380201,51190.0
96197,1535491,50090.0
96214,1438534,49958.0
96239,1727252,79771.0
96250,1726661,68649.0
96252,1954299,84383.0
96259,1815799,93188.0
96264,2164862,120271.0
96281,1623288,77174.0
96283,2023453,82650.0
96298,454155,580560.0
96302,2025526,79224.0
96304,1728196,85836.0
96306,1577052,84203.0
96314,1405365,84184.0
96337,1660302,121210.0
