movieId,title,genres,date
79057.0,Predators (2010),Action|Sci-Fi|Thriller,2010
79091.0,Despicable Me (2010),Animation|Children|Comedy|Crime,2010
79132.0,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010
79134.0,Grown Ups (2010),Comedy,2010
79139.0,"Sorcerer's Apprentice, The (2010)",Action|Adventure|Children|Comedy|Fantasy,2010
79185.0,Knight and Day (2010),Action|Comedy|Romance,2010
79224.0,"Karate Kid, The (2010)",Action|Children|Drama,2010
79242.0,"Kids Are All Right, The (2010)",Comedy|Drama,2010
79251.0,"Serbian Film, A (Srpski film) (2010)",Horror|Thriller,2010
79293.0,Salt (2010),Action|Thriller,2010
79428.0,Dinner for Schmucks (2010),Comedy,2010
79430.0,8: The Mormon Proposition (2010),Documentary,2010
79463.0,Nanny McPhee Returns (a.k.a. Nanny McPhee and the Big Bang) (2010),Children|Comedy|Fantasy,2010
79515.0,Farsan (2010),Comedy,2010
79553.0,Ip Man 2 (2010),Action,2010
79570.0,Lucky (2010),Documentary,2010
79572.0,Ramona and Beezus (2010),Children|Comedy,2010
79588.0,Charlie St. Cloud (2010),Drama|Fantasy|Romance,2010
79592.0,"Other Guys, The (2010)",Action|Comedy,2010
79599.0,Operation Endgame (2010),Action|Comedy|Drama,2010
79695.0,"Expendables, The (2010)",Action|Adventure|Thriller,2010
79702.0,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,2010
79720.0,Animal Kingdom (2010),Crime|Drama,2010
79741.0,See What I'm Saying: The Deaf Entertainers Documentary (2010),Documentary,2010
79769.0,Raajneeti (2010),Crime|Drama|Romance,2010
79796.0,Centurion (2010),Action|Adventure|Drama|Thriller|War,2010
79824.0,Babies (Bébé(s)) (2010),Documentary,2010
79842.0,For Neda (2010),Documentary,2010
79850.0,12th & Delaware (2010),Documentary,2010
79860.0,"Experiment, The (2010)",Drama|Thriller,2010
79870.0,Smash His Camera (2010),Documentary,2010
79879.0,Piranha (Piranha 3D) (2010),Action|Horror|Thriller,2010
79895.0,"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",Action|Adventure|Fantasy|Mystery,2010
79974.0,Pyaar Impossible (2010),Comedy|Romance,2010
79987.0,Gainsbourg (Vie Héroïque) (2010),Drama|Musical|Romance,2010
80026.0,Tekken (2010),Action|Sci-Fi,2010
80054.0,Blood into Wine (2010),Documentary,2010
80094.0,"Last Exorcism, The (2010)",Horror|Thriller,2010
80126.0,"American, The (2010)",Drama|Thriller,2010
80137.0,If God Is Willing and da Creek Don't Rise (2010),Documentary,2010
80166.0,"Switch, The (2010)",Comedy|Romance,2010
80185.0,GasLand (2010),Documentary,2010
80193.0,No One Dies in Lily Dale (2010),Documentary,2010
80204.0,Vesku from Finland (Vesku) (2010),Documentary,2010
80219.0,Machete (2010),Action|Adventure|Comedy|Crime|Thriller,2010
80222.0,Step Up 3D (2010),Drama|Romance,2010
80233.0,"Truth, The (2010) ",Thriller,2010
80241.0,Going the Distance (2010),Comedy|Romance,2010
80271.0,Four Stories of St. Julian (2010),Crime|Thriller,2010
80350.0,Vampires Suck (2010),Comedy,2010
80363.0,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,2010
80376.0,Preacher's Kid (2010),Drama,2010
80398.0,22 Bullets (L'immortel) (2010),Action|Crime|Thriller,2010
80454.0,Princess (Prinsessa) (2010),Drama,2010
80463.0,"Social Network, The (2010)",Drama,2010
80489.0,"Town, The (2010)",Crime|Drama|Thriller,2010
80498.0,Some Days Are Better Than Others (2010),Drama,2010
80549.0,Easy A (2010),Comedy|Romance,2010
80551.0,Eat Pray Love (2010),Drama|Romance,2010
80553.0,Howl (2010),Drama,2010
80557.0,Camp Hell (2010),Thriller,2010
80572.0,I'm Still Here (2010),Comedy|Drama,2010
80586.0,Flipped (2010),Comedy|Drama|Romance,2010
80588.0,IMAX: Hubble 3D (2010),Documentary|IMAX,2010
80590.0,Wall Street: Money Never Sleeps (2010),Drama,2010
80615.0,Legend of the Guardians: The Owls of Ga'Hoole (2010),Adventure|Animation|Fantasy|IMAX,2010
80617.0,Cats & Dogs: The Revenge of Kitty Galore (2010),Action|Children|Comedy,2010
80655.0,Amigo (2010),Drama|War,2010
80680.0,Monga (2010),Crime|Drama,2010
80693.0,It's Kind of a Funny Story (2010),Comedy|Drama,2010
80715.0,Just Like Us (2010),Comedy|Documentary,2010
80775.0,Tamara Drewe (2010),Comedy|Drama|Romance,2010
80779.0,Every Day (2010),Comedy|Drama,2010
80820.0,My Girlfriend's Boyfriend (2010),Comedy|Romance,2010
80831.0,Let Me In (2010),Drama|Horror|Mystery,2010
80834.0,Sintel (2010),Animation|Fantasy,2010
80839.0,Secretariat (2010),Adventure|Drama,2010
80846.0,Devil (2010),Horror|Mystery|Thriller,2010
80858.0,You Again (2010),Comedy,2010
80860.0,Life as We Know It (2010),Comedy|Romance,2010
80862.0,Catfish (2010),Documentary|Mystery,2010
80864.0,You Will Meet a Tall Dark Stranger (2010),Comedy|Romance,2010
80880.0,Stone (2010),Drama|Thriller,2010
80906.0,Inside Job (2010),Documentary,2010
80917.0,Monsters (2010),Drama|Sci-Fi,2010
80928.0,David Cross: Bigger & Blackerer (2010),Comedy|Documentary,2010
80939.0,Conviction (2010),Drama,2010
80969.0,Never Let Me Go (2010),Drama|Romance|Sci-Fi,2010
81018.0,"Illusionist, The (L'illusionniste) (2010)",Animation,2010
81080.0,Lost Boys: The Thirst (2010),Horror|Thriller,2010
81083.0,Kaboom (2010),Comedy|Sci-Fi,2010
81111.0,Peepli Live (2010),Comedy|Drama,2010
81132.0,Rubber (2010),Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,2010
81138.0,7 Days (Les 7 jours du talion) (2010),Thriller,2010
81140.0,6 Souls (Shelter) (2010),Horror|Mystery|Thriller,2010
81156.0,Jackass 3D (2010),Action|Comedy|Documentary,2010
81158.0,Restrepo (2010),Documentary|War,2010
81162.0,Road Kill (2010),Horror|Thriller,2010
81180.0,30 Days of Night: Dark Days (2010),Horror|Thriller,2010
81182.0,No Mercy (Yongseoneun Eupda) (2010),Thriller,2010
81191.0,Waiting for 'Superman' (2010),Documentary,2010
81229.0,Red (2010),Action|Comedy,2010
81257.0,In a Better World (Hævnen) (2010),Drama,2010
81270.0,My Soul to Take (2010),Horror|Thriller,2010
81330.0,My Kidnapper (2010),Documentary,2010
81383.0,Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance,2010
81385.0,Of Gods and Men (Des hommes et des dieux) (2010),Drama,2010
81417.0,Paranormal Activity 2 (2010),Horror|IMAX,2010
81427.0,Born to Raise Hell (2010),Action,2010
81429.0,"Maze, The (2010)",Horror,2010
81451.0,Night Wolf (2010),Action|Horror,2010
81456.0,Heartbeats (Les amours imaginaires) (2010),Drama|Romance,2010
81512.0,Hereafter (2010),Drama|Fantasy,2010
81516.0,Black Death (2010),Adventure|Drama|Horror|Mystery,2010
81520.0,Undisputed III: Redemption (2010),Action|Crime|Drama,2010
81535.0,Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller,2010
81537.0,Due Date (2010),Comedy,2010
81562.0,127 Hours (2010),Adventure|Drama|Thriller,2010
81564.0,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,2010
81591.0,Black Swan (2010),Drama|Thriller,2010
81637.0,"Turtle's Tale: Sammy's Adventures, A (2010)",Adventure|Animation,2010
81639.0,Jack Goes Boating (2010),Comedy|Romance,2010
81641.0,Fair Game (2010),Drama|Thriller,2010
81711.0,Scared Shrekless (2010),Adventure|Animation|Comedy,2010
81725.0,How I Ended This Summer (Kak ya provyol etim letom) (2010),Drama,2010
81727.0,Thieves by Law (Ganavim Ba Hok) (2010),Documentary,2010
81744.0,"King of Fighters, The (2010)",Action|Sci-Fi,2010
81751.0,Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010),Drama|Fantasy,2010
81782.0,Unstoppable (2010),Action|Drama|Thriller,2010
81784.0,Morning Glory (2010),Comedy|Drama|Romance,2010
81786.0,Certified Copy (Copie conforme) (2010),Drama,2010
81788.0,"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller,2010
81791.0,Somewhere (2010),Drama,2010
81802.0,Agnosia (2010),Drama|Thriller,2010
81804.0,Wild Target (2010),Comedy|Drama|Romance|Thriller,2010
81817.0,Carlos (2010),Crime|Drama|Thriller,2010
81819.0,Biutiful (2010),Drama,2010
81831.0,"First Beautiful Thing, The (La prima cosa bella) (2010)",Comedy|Drama,2010
81834.0,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,2010
81845.0,"King's Speech, The (2010)",Drama,2010
81847.0,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,2010
81906.0,Snow and Ashes (2010),Drama|Thriller|War,2010
81932.0,"Fighter, The (2010)",Drama,2010
81949.0,"Romantics, The (2010)",Comedy|Drama|Romance,2010
81993.0,Red: Werewolf Hunter (2010),Action|Fantasy|Horror,2010
82005.0,"Extra Man, The (2010)",Comedy,2010
82022.0,"Reef, The (2010)",Drama|Horror|Thriller,2010
82037.0,"Tillman Story, The (2010)",Documentary,2010
82053.0,Casino Jack (2010),Comedy|Crime,2010
82093.0,London Boulevard (2010),Crime|Romance,2010
82095.0,Skyline (2010),Sci-Fi|Thriller,2010
82097.0,Karthik Calling Karthik (2010),Comedy|Drama|Thriller,2010
82102.0,Sex & Drugs & Rock & Roll (2010),Comedy|Drama,2010
82115.0,Home for Christmas (Hjem til jul) (2010),Drama,2010
82152.0,Beastly (2011),Drama|Fantasy|Romance,2011
82154.0,Get Educated: Paathshaala (2010),Drama,2010
82167.0,Love and Other Drugs (2010),Comedy|Drama|Romance,2010
82169.0,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy,2010
82173.0,Tiny Furniture (2010),Comedy,2010
82175.0,Lovers of Hate (2010),Comedy,2010
82202.0,"Tourist, The (2010)",Drama|Thriller,2010
82242.0,Rare Exports: A Christmas Tale (Rare Exports) (2010),Action|Comedy,2010
82244.0,13 (2010),Thriller,2010
82324.0,Bal (Honey) (2010),Drama,2010
82360.0,Rammbock (2010),Drama|Horror,2010
82366.0,Hatchet II (2010),Comedy|Horror|Thriller,2010
82378.0,All Good Things (2010),Drama|Mystery|Thriller,2010
82380.0,Night Catches Us (2010),Drama|Romance,2010
82447.0,"Tomorrow, When the War Began (2010)",Action|Adventure|Drama,2010
82449.0,I Love You Too (2010),Comedy,2010
82459.0,True Grit (2010),Western,2010
82461.0,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX,2010
82463.0,Another Year (2010),Drama,2010
82499.0,How Do You Know (2010),Comedy|Drama|Romance,2010
82527.0,Barney's Version (2010),Drama,2010
82534.0,"Company Men, The (2010)",Drama,2010
82667.0,I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller,2010
82744.0,Faster (2010),Action|Crime|Drama,2010
82765.0,Little Big Soldier (Da bing xiao jiang) (2010),Action|Adventure|Comedy|Drama|War,2010
82767.0,Rabbit Hole (2010),Drama,2010
82852.0,Little Fockers (2010),Comedy,2010
82854.0,Gulliver's Travels (2010),Adventure|Comedy|Fantasy,2010
82926.0,Klown: The Movie (Klovn) (2010),Comedy,2010
82928.0,Nude Nuns with Big Guns (2010),Action|Comedy,2010
82931.0,"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A) (2010)",Comedy|Drama|War,2010
83006.0,"Scientist, The (2010)",Drama,2010
83067.0,And Soon the Darkness (2010),Horror|Thriller,2010
83086.0,Burlesque (2010),Drama|Musical|Romance,2010
83089.0,Violet Tendencies (2010),Comedy|Drama|Romance,2010
83132.0,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy,2010
83134.0,Tucker & Dale vs Evil (2010),Comedy|Horror,2010
83138.0,Erasing David (2010),Documentary,2010
83177.0,Yogi Bear (2010),Children|Comedy,2010
83180.0,Countdown to Zero (2010),Documentary,2010
83264.0,Band Baaja Baaraat (2010),Comedy|Drama|Musical,2010
83270.0,Made in Dagenham (2010),Comedy|Drama,2010
83293.0,Waste Land (2010),Documentary,2010
83302.0,Last Night (2010),Drama|Romance,2010
83332.0,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) (2010),Documentary,2010
83349.0,"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX,2011
83369.0,"Way Back, The (2010)",Drama,2010
83374.0,"Warrior's Way, The (2010)",Action|Fantasy|Western,2010
83450.0,Brest Fortress (Brestskaya krepost) (2010),Action|Drama|War,2010
83478.0,Ong-Bak 3: The Final Battle (Ong Bak 3) (2010),Action,2010
83480.0,Season of the Witch (2011),Adventure|Drama|Fantasy,2011
83525.0,Outrage (Autoreiji) (2010),Crime|Drama,2010
83613.0,Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX,2011
83619.0,Just Like Me (Igualita a Mi) (2010),Comedy|Romance,2010
83801.0,"Film Unfinished, A (Shtikat Haarchion) (2010)",Documentary|Drama,2010
83803.0,Day & Night (2010),Animation|Children,2010
83827.0,Marwencol (2010),Documentary,2010
83842.0,"Edge, The (Kray) (2010)",Adventure|Drama|Romance,2010
83910.0,"Dilemma, The (2011)",Comedy|Drama,2011
83912.0,Frankie and Alice (2010),Drama,2010
83976.0,"Trip, The (2010)",Comedy|Drama,2010
84017.0,2012: Time for Change (2010),Animation|Documentary,2010
84019.0,Cool It (2010),Documentary,2010
84116.0,Poetry (Shi) (2010),Drama,2010
84128.0,"Tuesday, After Christmas (Marti, dupa craciun) (2010)",Drama|Romance,2010
84137.0,"Housemaid, The (Hanyo) (2010)",Thriller,2010
84152.0,Limitless (2011),Sci-Fi|Thriller,2011
84156.0,Happy People: A Year in the Taiga (2010),Documentary,2010
84160.0,Wishful Drinking (2010),Documentary,2010
84189.0,I Spit on Your Grave (2010),Crime|Horror|Thriller,2010
84234.0,Simple Simon (I rymden finns inga känslor) (2010),Comedy|Drama,2010
84242.0,Welcome to the Rileys (2010),Drama,2010
84260.0,"Traveler, The (2010)",Horror|Thriller,2010
84273.0,Zeitgeist: Moving Forward (2011),Documentary,2011
84304.0,What Women Want (a.k.a. I Know a Woman's Heart) (2011),Comedy|Romance,2011
84374.0,No Strings Attached (2011),Comedy|Romance,2011
84392.0,"Lincoln Lawyer, The (2011)",Crime|Drama|Thriller,2011
84395.0,"Rite, The (2011)",Drama|Horror|Thriller,2011
84407.0,Dog Pound (2010),Drama,2010
84444.0,And Everything Is Going Fine (2010),Documentary,2010
84506.0,Silent Souls (Ovsyanki) (2010),Drama,2010
84532.0,Tyler Perry's For Colored Girls (2010),Drama,2010
84557.0,From Prada to Nada (2011),Comedy|Romance,2011
84570.0,Country Strong (2010),Drama|Musical|Romance,2010
84601.0,Unknown (2011),Drama|Mystery|Thriller,2011
84613.0,Sanctum (2011),Action|Adventure|Drama|Thriller|IMAX,2011
84615.0,Cedar Rapids (2011),Comedy,2011
84621.0,Mirrors 2 (2010),Horror|Mystery|Thriller,2010
84637.0,Gnomeo & Juliet (2011),Adventure|Animation|Children|Comedy|Fantasy|Romance,2011
84696.0,Burke and Hare (2010),Comedy|Thriller,2010
84732.0,Vanishing on 7th Street (2010),Horror|Mystery|Thriller,2010
84740.0,Open House (2010),Crime|Drama|Thriller,2010
84770.0,Client 9: The Rise and Fall of Eliot Spitzer (2010),Documentary,2010
84772.0,Paul (2011),Adventure|Comedy|Sci-Fi,2011
84775.0,Submarino (2010),Drama,2010
84880.0,"Infidel, The (2010)",Comedy,2010
84942.0,Drive Angry (2011),Action|Fantasy|Thriller,2011
84944.0,Rango (2011),Action|Adventure|Animation|Children|Comedy|Western,2011
84950.0,Take Me Home Tonight (2011),Comedy|Drama,2011
84952.0,Confessions (Kokuhaku) (2010),Drama|Horror,2010
84954.0,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller,2011
84957.0,"Tempest, The (2010)",Comedy|Drama|Fantasy|Romance,2010
84974.0,Holokaustin värit (2010),Documentary|War,2010
85007.0,Happythankyoumoreplease (2010),Comedy|Drama,2010
85020.0,"Mechanic, The (2011)",Action|Drama|Thriller,2011
85022.0,Hall Pass (2011),Comedy,2011
85025.0,"Eagle, The (2011)",Adventure|Drama,2011
85056.0,I Am Number Four (2011),Action|Sci-Fi|Thriller|IMAX,2011
85129.0,71: Into The Fire (Pohwasogeuro) (2010),War,2010
85131.0,Battle: Los Angeles (2011),Action|Sci-Fi|War,2011
85190.0,Public Speaking (2010),Documentary,2010
85211.0,Norwegian Wood (Noruwei no mori) (2010),Drama|Romance,2010
85213.0,"Sunset Limited, The (2011)",Drama,2011
85261.0,Mars Needs Moms (2011),Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX,2011
85291.0,Fubar II (Fubar: Balls to the Wall) (2010),Comedy,2010
85293.0,"Bannen Way, The (2010)",Action|Comedy|Crime|Thriller,2010
85295.0,Scooby-Doo! Curse of the Lake Monster (2010),Adventure|Children|Comedy|Mystery,2010
85305.0,Holy Rollers (2010),Crime|Drama,2010
85342.0,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama,2010
85365.0,"Wildest Dream, The (2010)",Documentary,2010
85367.0,Just Go with It (2011),Comedy|Romance,2011
85372.0,Potiche (2010),Comedy,2010
85394.0,Cave of Forgotten Dreams (2010),Documentary,2010
85397.0,Red Riding Hood (2011),Fantasy|Horror|Mystery|Thriller,2011
85399.0,"Big Mommas: Like Father, Like Son (2011)",Comedy,2011
85401.0,Super (2010),Action|Comedy|Drama,2010
85412.0,"Troll Hunter, The (Trolljegeren) (2010)",Fantasy|Horror,2010
85414.0,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,2011
85438.0,Jane Eyre (2011),Drama|Romance,2011
85510.0,Sucker Punch (2011),Action|Fantasy|Thriller|IMAX,2011
85527.0,Putty Hill (2010),Drama,2010
85540.0,Essential Killing (2010),Thriller|War,2010
85555.0,"Kings of Mykonos, The (2010)",Comedy,2010
85565.0,Chalet Girl (2011),Comedy|Romance,2011
85567.0,"Letzte schöne Herbsttag, Der (2010)",Comedy|Drama|Romance,2010
85624.0,Bohemian Eyes (Boheemi elää - Matti Pellonpää) (2011),Documentary,2011
85763.0,Beneath Hill 60 (2010),Drama|War,2010
85774.0,Senna (2010),Documentary,2010
85783.0,Kapitalism: Our Improved Formula (Kapitalism - Reteta noastra secreta) (2010),Documentary,2010
85788.0,Insidious (2010),Fantasy|Horror|Thriller,2010
85790.0,Meek's Cutoff (2010),Western,2010
85796.0,Hobo with a Shotgun (2011),Action|Adventure|Crime|Thriller,2011
85881.0,Win Win (2011),Comedy|Drama,2011
85885.0,Room in Rome (Habitación en Roma) (2010),Drama|Romance,2010
86000.0,Boy (2010),Comedy|Drama,2010
86014.0,Diary of a Wimpy Kid: Rodrick Rules (2011),Comedy,2011
86028.0,Henry's Crime (2010),Comedy|Crime,2010
86059.0,Hop (2011),Animation|Children|Comedy,2011
86096.0,"Arbor, The (2010)",Documentary,2010
86137.0,Leap Year (Año bisiesto) (2010),Drama,2010
86142.0,13 Assassins (Jûsan-nin no shikaku) (2010),Action,2010
86145.0,On Tour (Tournée) (2010),Comedy|Drama,2010
86190.0,Hanna (2011),Action|Adventure|Mystery|Thriller,2011
86233.0,New Kids Turbo (2010),Action|Comedy,2010
86244.0,Easy Money (Snabba Cash) (2010),Action|Thriller,2010
86277.0,Beyond (Svinalängorna) (2010),Drama,2010
86279.0,Into Eternity (2010),Documentary,2010
86293.0,Arthur (2011),Comedy,2011
86295.0,Scream 4 (2011),Comedy|Horror|Mystery|Thriller,2011
86298.0,Rio (2011),Adventure|Animation|Children|Comedy,2011
86300.0,"Princess of Montpensier, The (La princesse de Montpensier) (2010)",Action|Drama|Romance,2010
86320.0,Melancholia (2011),Drama|Sci-Fi,2011
86332.0,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX,2011
86345.0,Louis C.K.: Hilarious (2010),Comedy,2010
86355.0,Atlas Shrugged: Part 1 (2011),Drama|Mystery|Sci-Fi,2011
86408.0,Welcome to the South (Benvenuti al Sud) (2010),Comedy,2010
86410.0,"Resident, The (2011)",Drama|Horror|Thriller,2011
86412.0,That's What I Am (2011),Children|Comedy,2011
86432.0,Outside the Law (Hors-la-loi) (2010),Crime|Drama|War,2010
86487.0,Mildred Pierce (2011),Drama,2011
86548.0,Water for Elephants (2011),Drama|Romance,2011
86574.0,Foo Fighters: Back and Forth (2011),Documentary|Musical,2011
86593.0,African Cats (2011),Adventure|Documentary,2011
86626.0,Socialism (Film socialisme) (2010),Drama,2010
86628.0,Kill the Irishman (2011),Action|Crime,2011
86642.0,Cold Weather (2010),Drama,2010
86644.0,"Fast Five (Fast and the Furious 5, The) (2011)",Action|Crime|Drama|Thriller|IMAX,2011
86717.0,Kosmos (2010),Drama,2010
86723.0,"Parking Lot Movie, The (2010)",Documentary,2010
86725.0,We Are What We Are (Somos lo que hay) (2010),Drama|Horror,2010
86750.0,"Robber, The (Der Räuber) (2010)",Crime|Drama,2010
86762.0,Attenberg (2010),Drama,2010
86781.0,Incendies (2010),Drama|Mystery|War,2010
86815.0,Soul Surfer (2011),Action|Drama,2011
86817.0,Something Borrowed (2011),Comedy|Drama|Romance,2011
86833.0,Bridesmaids (2011),Comedy,2011
86835.0,Priest (2011),Action|Horror|Sci-Fi|Thriller,2011
86837.0,"19th Wife, The (2010)",Drama,2010
86852.0,"Beaver, The (2011)",Drama,2011
86880.0,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX,2011
86882.0,Midnight in Paris (2011),Comedy|Fantasy|Romance,2011
